218384,"What is a NullPointerException, and how do I fix it?","<p>What are Null Pointer Exceptions (<code>java.lang.NullPointerException</code>) and what causes them?</p>

<p>What methods/tools can be used to determine the cause so that you stop the exception from causing the program to terminate prematurely?</p>
",https://stackoverflow.com/questions/218384/what-is-a-nullpointerexception-and-how-do-i-fix-it,True,218510
513832,How do I compare strings in Java?,"<p>I've been using the <code>==</code> operator in my program to compare all my strings so far.
However, I ran into a bug, changed one of them into <code>.equals()</code> instead, and it fixed the bug.</p>

<p>Is <code>==</code> bad? When should it and should it not be used? What's the difference?</p>
",https://stackoverflow.com/questions/513832/how-do-i-compare-strings-in-java,True,513839
40480,Is Java &quot;pass-by-reference&quot; or &quot;pass-by-value&quot;?,"<p>I always thought Java uses <strong>pass-by-reference</strong>. However, I read <a href=""http://javadude.com/articles/passbyvalue.htm"" rel=""noreferrer"">a blog post</a> which claims that Java uses <strong>pass-by-value</strong>. I don't think I understand the distinction the author is making.</p>
<p>What is the explanation?</p>
",https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value,True,
5554734,What causes a java.lang.ArrayIndexOutOfBoundsException and how do I prevent it?,"<p>What does <code>ArrayIndexOutOfBoundsException</code> mean and how do I get rid of it? </p>

<p>Here is a code sample that triggers the exception:</p>

<pre><code>String[] names = { ""tom"", ""bob"", ""harry"" };
for (int i = 0; i &lt;= names.length; i++) {
    System.out.println(names[i]);
}
</code></pre>
",https://stackoverflow.com/questions/5554734/what-causes-a-java-lang-arrayindexoutofboundsexception-and-how-do-i-prevent-it,True,5554781
13102045,Scanner is skipping nextLine() after using next() or nextFoo()?,"<p>I am using the <code>Scanner</code> methods <code>nextInt()</code> and <code>nextLine()</code> for reading input. </p>

<p>It looks like this:</p>

<pre><code>System.out.println(""Enter numerical value"");    
int option;
option = input.nextInt(); // Read numerical value from input
System.out.println(""Enter 1st string""); 
String string1 = input.nextLine(); // Read 1st string (this is skipped)
System.out.println(""Enter 2nd string"");
String string2 = input.nextLine(); // Read 2nd string (this appears right after reading numerical value)
</code></pre>

<p>The problem is that after entering the numerical value, the first <code>input.nextLine()</code> is skipped and the second <code>input.nextLine()</code> is executed, so that my output looks like this:</p>

<pre><code>Enter numerical value
3   // This is my input
Enter 1st string    // The program is supposed to stop here and wait for my input, but is skipped
Enter 2nd string    // ...and this line is executed and waits for my input
</code></pre>

<p>I tested my application and it looks like the problem lies in using <code>input.nextInt()</code>. If I delete it, then both <code>string1 = input.nextLine()</code> and <code>string2 = input.nextLine()</code> are executed as I want them to be.</p>
",https://stackoverflow.com/questions/13102045/scanner-is-skipping-nextline-after-using-next-or-nextfoo,True,13102066
23353173,Unfortunately MyApp has stopped. How can I solve this?,"<p>I am developing an application, and everytime I run it, I get the message:</p>

<blockquote>
  <p>Unfortunately, MyApp has stopped.</p>
</blockquote>

<p>What can I do to solve this?</p>

<hr/>

<p><em>About this question - obviously inspired by <a href=""https://stackoverflow.com/questions/3988788/what-is-a-stack-trace-and-how-can-i-use-it-to-debug-my-application-errors"">What is a stack trace, and how can I use it to debug my application errors?</a>, there are lots of questions stating that their application has crashed, without any further detail. This question aims to instruct novice Android programmers on how to try and fix their problems themselves, or ask the right questions.</em></p>
",https://stackoverflow.com/questions/23353173/unfortunately-myapp-has-stopped-how-can-i-solve-this,True,23353174
6343166,How can I fix &#39;android.os.NetworkOnMainThreadException&#39;?,"<p>I got an error while running my Android project for RssReader. </p>

<p>Code:</p>

<pre><code>URL url = new URL(urlToRssFeed);
SAXParserFactory factory = SAXParserFactory.newInstance();
SAXParser parser = factory.newSAXParser();
XMLReader xmlreader = parser.getXMLReader();
RssHandler theRSSHandler = new RssHandler();
xmlreader.setContentHandler(theRSSHandler);
InputSource is = new InputSource(url.openStream());
xmlreader.parse(is);
return theRSSHandler.getFeed();
</code></pre>

<p>And it shows the below error:</p>

<pre><code>android.os.NetworkOnMainThreadException
</code></pre>

<p>How can I fix this issue?</p>
",https://stackoverflow.com/questions/6343166/how-can-i-fix-android-os-networkonmainthreadexception,True,6343299
9554636,The Use of Multiple JFrames: Good or Bad Practice?,"<p>I'm developing an application which displays images, and plays sounds from a database. I'm trying to decide whether or not to use a separate JFrame to add images to the database from the GUI. </p>

<p>I'm just wondering whether it is good practice to use multiple JFrame windows?</p>
",https://stackoverflow.com/questions/9554636/the-use-of-multiple-jframes-good-or-bad-practice,True,9554657
2770321,What is a raw type and why shouldn&#39;t we use it?,"<h3>Questions:</h3>

<ul>
<li>What are raw types in Java, and why do I often hear that they shouldn't be used in new code?</li>
<li>What is the alternative if we can't use raw types, and how is it better?</li>
</ul>
",https://stackoverflow.com/questions/2770321/what-is-a-raw-type-and-why-shouldnt-we-use-it,True,
504103,How do I write a correct micro-benchmark in Java?,"<p>How do you write (and run) a correct micro-benchmark in Java?</p>

<p>I'm looking for some code samples and comments illustrating various things to think about.</p>

<p>Example: Should the benchmark measure time/iteration or iterations/time, and why?</p>

<p>Related: <a href=""https://stackoverflow.com/questions/410437/is-stopwatch-benchmarking-acceptable"">Is stopwatch benchmarking acceptable?</a></p>
",https://stackoverflow.com/questions/504103/how-do-i-write-a-correct-micro-benchmark-in-java,True,513259
