20109391,How to make good reproducible pandas examples,"<p>Having spent a decent amount of time watching both the <a href=""/questions/tagged/r"" class=""post-tag"" title=""show questions tagged &#39;r&#39;"" rel=""tag"">r</a> and <a href=""/questions/tagged/pandas"" class=""post-tag"" title=""show questions tagged &#39;pandas&#39;"" rel=""tag"">pandas</a> tags on SO, the impression that I get is that <code>pandas</code> questions are less likely to contain reproducible data. This is something that the R community has been pretty good about encouraging, and thanks to guides like <a href=""https://stackoverflow.com/questions/5963269/how-to-make-a-great-r-reproducible-example"">this</a>, newcomers are able to get some help on putting together these examples. People who are able to read these guides and come back with reproducible data will often have much better luck getting answers to their questions.</p>

<p>How can we create good reproducible examples for <code>pandas</code> questions? Simple dataframes can be put together, e.g.:</p>

<pre><code>import pandas as pd
df = pd.DataFrame({'user': ['Bob', 'Jane', 'Alice'], 
                   'income': [40000, 50000, 42000]})
</code></pre>

<p>But many example datasets need more complicated structure, e.g.:</p>

<ul>
<li><code>datetime</code> indices or data</li>
<li>Multiple categorical variables (is there an equivalent to R's <code>expand.grid()</code> function, which produces all possible combinations of some given variables?)</li>
<li>MultiIndex or Panel data</li>
</ul>

<p>For datasets that are hard to mock up using a few lines of code, is there an equivalent to R's <code>dput()</code> that allows you to generate copy-pasteable code to regenerate your datastructure?</p>
",https://stackoverflow.com/questions/20109391/how-to-make-good-reproducible-pandas-examples,True,20159305
15112125,How to test multiple variables for equality against a single value?,"<p>I'm trying to make a function that will compare multiple variables to an integer and output a string of three letters. I was wondering if there was a way to translate this into Python. So say:</p>
<pre><code>x = 0
y = 1
z = 3
mylist = []

if x or y or z == 0:
    mylist.append(&quot;c&quot;)
if x or y or z == 1:
    mylist.append(&quot;d&quot;)
if x or y or z == 2:
    mylist.append(&quot;e&quot;)
if x or y or z == 3: 
    mylist.append(&quot;f&quot;)
</code></pre>
<p>which would return a list of:</p>
<pre><code>[&quot;c&quot;, &quot;d&quot;, &quot;f&quot;]
</code></pre>
",https://stackoverflow.com/questions/15112125/how-to-test-multiple-variables-for-equality-against-a-single-value,True,15112149
1373164,How do I create variable variables?,"<p>I know that some other languages, <a href=""http://us3.php.net/manual/en/language.variables.variable.php"" rel=""noreferrer"">such as PHP</a>, support a concept of &quot;variable variable names&quot; - that is, the contents of a string can be used as part of a variable name.</p>
<p>I heard that this is a bad idea in general, but I think it would solve some problems I have in my Python code.</p>
<p>Is it possible to do something like this in Python? What can go wrong?</p>
<hr />
<p><sub>If you are just trying to <em>look up an existing</em> variable by its name, see <a href=""https://stackoverflow.com/questions/47496415"">How can I select a variable by (string) name?</a>. However, first consider whether you can reorganize the code to avoid that need, following the advice in this question.</sub></p>
",https://stackoverflow.com/questions/1373164/how-do-i-create-variable-variables,True,1373185
23294658,Asking the user for input until they give a valid response,"<p>I am writing a program that accepts user input.</p>
<pre><code>#note: Python 2.7 users should use `raw_input`, the equivalent of 3.X's `input`
age = int(input(&quot;Please enter your age: &quot;))
if age &gt;= 18: 
    print(&quot;You are able to vote in the United States!&quot;)
else:
    print(&quot;You are not able to vote in the United States.&quot;)
</code></pre>
<p>The program works as expected as long as the the user enters meaningful data.</p>
<pre class=""lang-none prettyprint-override""><code>Please enter your age: 23
You are able to vote in the United States!
</code></pre>
<p>But it fails if the user enters invalid data:</p>
<pre class=""lang-none prettyprint-override""><code>Please enter your age: dickety six
Traceback (most recent call last):
  File &quot;canyouvote.py&quot;, line 1, in &lt;module&gt;
    age = int(input(&quot;Please enter your age: &quot;))
ValueError: invalid literal for int() with base 10: 'dickety six'
</code></pre>
<p>Instead of crashing, I would like the program to ask for the input again. Like this:</p>
<pre class=""lang-none prettyprint-override""><code>Please enter your age: dickety six
Sorry, I didn't understand that.
Please enter your age: 26
You are able to vote in the United States!
</code></pre>
<p>How do I ask for valid input instead of crashing or accepting invalid values (e.g. <code>-1</code>)?</p>
",https://stackoverflow.com/questions/23294658/asking-the-user-for-input-until-they-give-a-valid-response,True,23294659
509211,Understanding slicing,"<p>How does Python's <em>slice notation</em> work? That is: when I write code like <code>a[x:y:z]</code>, <code>a[:]</code>, <code>a[::2]</code> etc., how can I understand which elements end up in the slice? Please include references where appropriate.</p>
<hr />
<p><sub>See <a href=""https://stackoverflow.com/questions/11364533"">Why are slice and range upper-bound exclusive?</a> for more discussion of the design decisions behind the notation.</sub></p>
<p><sub>See <a href=""https://stackoverflow.com/questions/1403674/"">Pythonic way to return list of every nth item in a larger list</a> for the most common practical usage of slicing (and other ways to solve the problem): getting every Nth element of a list. Please use that question instead as a duplicate target where appropriate.</sub></p>
<p><sub>For more specific answers about <em>slice assignment</em>, see <a href=""https://stackoverflow.com/questions/10623302"">How does assignment work with list slices?</a> (although this is also addressed here).</sub></p>
",https://stackoverflow.com/questions/509211/understanding-slicing,True,509295
240178,List of lists changes reflected across sublists unexpectedly,"<p>I created a list of lists:</p>
<pre><code>&gt;&gt;&gt; xs = [[1] * 4] * 3
&gt;&gt;&gt; print(xs)
[[1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1]]
</code></pre>
<p>Then, I changed one of the innermost values:</p>
<pre><code>&gt;&gt;&gt; xs[0][0] = 5
&gt;&gt;&gt; print(xs)
[[5, 1, 1, 1], [5, 1, 1, 1], [5, 1, 1, 1]]
</code></pre>
<p>Why did every first element of each sublist change to <code>5</code>?</p>
<hr />
<sub>
<p>See also:</p>
<ul>
<li><p><a href=""https://stackoverflow.com/questions/2612802"">How do I clone a list so that it doesn&#39;t change unexpectedly after assignment?</a> for workarounds for the problem</p>
</li>
<li><p><a href=""https://stackoverflow.com/questions/46835197"">List of dictionary stores only last appended value in every iteration</a> for an analogous problem with a list of dicts</p>
</li>
<li><p><a href=""https://stackoverflow.com/questions/11509721"">How do I initialize a dictionary of empty lists in Python?</a> for an analogous problem with a dict of lists
</sub></p>
</li>
</ul>
",https://stackoverflow.com/questions/240178/list-of-lists-changes-reflected-across-sublists-unexpectedly,True,240205
47152691,How can I pivot a dataframe?,"<ul>
<li>What is pivot?</li>
<li>How do I pivot?</li>
<li>Long format to wide format?</li>
</ul>
<p>I've seen a lot of questions that ask about pivot tables, even if they don't know it.  It is virtually impossible to write a canonical question and answer that encompasses all aspects of pivoting... But I'm going to give it a go.</p>
<hr />
<p>The problem with existing questions and answers is that often the question is focused on a nuance that the OP has trouble generalizing in order to use a number of the existing good answers.  However, none of the answers attempt to give a comprehensive explanation (because it's a daunting task). Look at a few examples from my <a href=""https://www.google.com/search?q=how%20to%20pivot%20a%20pandas%20dataframe&amp;oq=How%20do%20I%20pivot%20a%20pandas%20dataframe"" rel=""noreferrer"">Google search</a>:</p>
<ol>
<li><a href=""https://stackoverflow.com/q/28337117/2336654"">How to pivot a dataframe in Pandas?</a> - Good question and answer.  But the answer only answers the specific question with little explanation.</li>
<li><a href=""https://stackoverflow.com/q/42708193/2336654"">pandas pivot table to data frame</a> - OP is concerned with the output of the pivot, namely how the columns look.  OP wanted it to look like R.  This isn't very helpful for pandas users.</li>
<li><a href=""https://stackoverflow.com/q/11400181/2336654"">pandas pivoting a dataframe, duplicate rows</a> - Another decent question but the answer focuses on one method, namely <code>pd.DataFrame.pivot</code></li>
</ol>
<hr />
<h2>Setup</h2>
<p>I conspicuously named my columns and relevant column values to correspond with how I'm going to pivot in the answers below.</p>
<pre><code>import numpy as np
import pandas as pd
from numpy.core.defchararray import add

np.random.seed([3,1415])
n = 20

cols = np.array(['key', 'row', 'item', 'col'])
arr1 = (np.random.randint(5, size=(n, 4)) // [2, 1, 2, 1]).astype(str)

df = pd.DataFrame(
    add(cols, arr1), columns=cols
).join(
    pd.DataFrame(np.random.rand(n, 2).round(2)).add_prefix('val')
)
print(df)
</code></pre>

<pre><code>     key   row   item   col  val0  val1
0   key0  row3  item1  col3  0.81  0.04
1   key1  row2  item1  col2  0.44  0.07
2   key1  row0  item1  col0  0.77  0.01
3   key0  row4  item0  col2  0.15  0.59
4   key1  row0  item2  col1  0.81  0.64
5   key1  row2  item2  col4  0.13  0.88
6   key2  row4  item1  col3  0.88  0.39
7   key1  row4  item1  col1  0.10  0.07
8   key1  row0  item2  col4  0.65  0.02
9   key1  row2  item0  col2  0.35  0.61
10  key2  row0  item2  col1  0.40  0.85
11  key2  row4  item1  col2  0.64  0.25
12  key0  row2  item2  col3  0.50  0.44
13  key0  row4  item1  col4  0.24  0.46
14  key1  row3  item2  col3  0.28  0.11
15  key0  row3  item1  col1  0.31  0.23
16  key0  row0  item2  col3  0.86  0.01
17  key0  row4  item0  col3  0.64  0.21
18  key2  row2  item2  col0  0.13  0.45
19  key0  row2  item0  col4  0.37  0.70
</code></pre>
<h3>Questions</h3>
<ol>
<li><p>Why do I get <code>ValueError: Index contains duplicate entries, cannot reshape</code>?</p>
</li>
<li><p>How do I pivot <code>df</code> such that the <code>col</code> values are columns, <code>row</code> values are the index, and mean of <code>val0</code> are the values?</p>
<pre><code>col   col0   col1   col2   col3  col4
row
row0  0.77  0.605    NaN  0.860  0.65
row2  0.13    NaN  0.395  0.500  0.25
row3   NaN  0.310    NaN  0.545   NaN
row4   NaN  0.100  0.395  0.760  0.24
</code></pre>
</li>
<li><p>How do I make it so that missing values are <code>0</code>?</p>
<pre><code>col   col0   col1   col2   col3  col4
row
row0  0.77  0.605  0.000  0.860  0.65
row2  0.13  0.000  0.395  0.500  0.25
row3  0.00  0.310  0.000  0.545  0.00
row4  0.00  0.100  0.395  0.760  0.24
</code></pre>
</li>
<li><p>Can I get something other than <code>mean</code>, like maybe <code>sum</code>?</p>
<pre><code>col   col0  col1  col2  col3  col4
row
row0  0.77  1.21  0.00  0.86  0.65
row2  0.13  0.00  0.79  0.50  0.50
row3  0.00  0.31  0.00  1.09  0.00
row4  0.00  0.10  0.79  1.52  0.24
</code></pre>
</li>
<li><p>Can I do more that one aggregation at a time?</p>
<pre><code>       sum                          mean
col   col0  col1  col2  col3  col4  col0   col1   col2   col3  col4
row
row0  0.77  1.21  0.00  0.86  0.65  0.77  0.605  0.000  0.860  0.65
row2  0.13  0.00  0.79  0.50  0.50  0.13  0.000  0.395  0.500  0.25
row3  0.00  0.31  0.00  1.09  0.00  0.00  0.310  0.000  0.545  0.00
row4  0.00  0.10  0.79  1.52  0.24  0.00  0.100  0.395  0.760  0.24
</code></pre>
</li>
<li><p>Can I aggregate over multiple value columns?</p>
<pre><code>      val0                             val1
col   col0   col1   col2   col3  col4  col0   col1  col2   col3  col4
row
row0  0.77  0.605  0.000  0.860  0.65  0.01  0.745  0.00  0.010  0.02
row2  0.13  0.000  0.395  0.500  0.25  0.45  0.000  0.34  0.440  0.79
row3  0.00  0.310  0.000  0.545  0.00  0.00  0.230  0.00  0.075  0.00
row4  0.00  0.100  0.395  0.760  0.24  0.00  0.070  0.42  0.300  0.46
</code></pre>
</li>
<li><p>Can I subdivide by multiple columns?</p>
<pre><code>item item0             item1                         item2
col   col2  col3  col4  col0  col1  col2  col3  col4  col0   col1  col3  col4
row
row0  0.00  0.00  0.00  0.77  0.00  0.00  0.00  0.00  0.00  0.605  0.86  0.65
row2  0.35  0.00  0.37  0.00  0.00  0.44  0.00  0.00  0.13  0.000  0.50  0.13
row3  0.00  0.00  0.00  0.00  0.31  0.00  0.81  0.00  0.00  0.000  0.28  0.00
row4  0.15  0.64  0.00  0.00  0.10  0.64  0.88  0.24  0.00  0.000  0.00  0.00
</code></pre>
</li>
<li><p>Or</p>
<pre><code>item      item0             item1                         item2
col        col2  col3  col4  col0  col1  col2  col3  col4  col0  col1  col3  col4
key  row
key0 row0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.86  0.00
     row2  0.00  0.00  0.37  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.50  0.00
     row3  0.00  0.00  0.00  0.00  0.31  0.00  0.81  0.00  0.00  0.00  0.00  0.00
     row4  0.15  0.64  0.00  0.00  0.00  0.00  0.00  0.24  0.00  0.00  0.00  0.00
key1 row0  0.00  0.00  0.00  0.77  0.00  0.00  0.00  0.00  0.00  0.81  0.00  0.65
     row2  0.35  0.00  0.00  0.00  0.00  0.44  0.00  0.00  0.00  0.00  0.00  0.13
     row3  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.28  0.00
     row4  0.00  0.00  0.00  0.00  0.10  0.00  0.00  0.00  0.00  0.00  0.00  0.00
key2 row0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.40  0.00  0.00
     row2  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.13  0.00  0.00  0.00
     row4  0.00  0.00  0.00  0.00  0.00  0.64  0.88  0.00  0.00  0.00  0.00  0.00
</code></pre>
</li>
<li><p>Can I aggregate the frequency in which the column and rows occur together, aka &quot;cross tabulation&quot;?</p>
<pre><code>col   col0  col1  col2  col3  col4
row
row0     1     2     0     1     1
row2     1     0     2     1     2
row3     0     1     0     2     0
row4     0     1     2     2     1
</code></pre>
</li>
<li><p>How do I convert a DataFrame from long to wide by pivoting on ONLY two columns? Given,</p>
<pre><code>np.random.seed([3, 1415])
df2 = pd.DataFrame({'A': list('aaaabbbc'), 'B': np.random.choice(15, 8)})
df2
   A   B
0  a   0
1  a  11
2  a   2
3  a  11
4  b  10
5  b  10
6  b  14
7  c   7
</code></pre>
<p>The expected should look something like</p>
<pre><code>      a     b    c
0   0.0  10.0  7.0
1  11.0  10.0  NaN
2   2.0  14.0  NaN
3  11.0   NaN  NaN
</code></pre>
</li>
<li><p>How do I flatten the multiple index to single index after <code>pivot</code>?</p>
<p>From</p>
<pre><code>   1  2
   1  1  2
a  2  1  1
b  2  1  0
c  1  0  0
</code></pre>
<p>To</p>
<pre><code>   1|1  2|1  2|2
a    2    1    1
b    2    1    0
c    1    0    0
</code></pre>
</li>
</ol>
",https://stackoverflow.com/questions/47152691/how-can-i-pivot-a-dataframe,True,47152692
1132941,&quot;Least Astonishment&quot; and the Mutable Default Argument,"<p>Anyone tinkering with Python long enough has been bitten (or torn to pieces) by the following issue:</p>
<pre><code>def foo(a=[]):
    a.append(5)
    return a
</code></pre>
<p>Python novices would expect this function called with no parameter to always return a list with only one element: <code>[5]</code>. The result is instead very different, and very astonishing (for a novice):</p>
<pre><code>&gt;&gt;&gt; foo()
[5]
&gt;&gt;&gt; foo()
[5, 5]
&gt;&gt;&gt; foo()
[5, 5, 5]
&gt;&gt;&gt; foo()
[5, 5, 5, 5]
&gt;&gt;&gt; foo()
</code></pre>
<p>A manager of mine once had his first encounter with this feature, and called it &quot;a dramatic design flaw&quot; of the language. I replied that the behavior had an underlying explanation, and it is indeed very puzzling and unexpected if you don't understand the internals. However, I was not able to answer (to myself) the following question: what is the reason for binding the default argument at function definition, and not at function execution? I doubt the experienced behavior has a practical use (who really used static variables in C, without breeding bugs?)</p>
<p><strong>Edit</strong>:</p>
<p><a href=""https://stackoverflow.com/a/1137164/7487335"">Baczek made an interesting example</a>. Together with most of your comments and <a href=""https://stackoverflow.com/a/1134623/7487335"">Utaal's in particular</a>, I elaborated further:</p>
<pre><code>&gt;&gt;&gt; def a():
...     print(&quot;a executed&quot;)
...     return []
... 
&gt;&gt;&gt;            
&gt;&gt;&gt; def b(x=a()):
...     x.append(5)
...     print(x)
... 
a executed
&gt;&gt;&gt; b()
[5]
&gt;&gt;&gt; b()
[5, 5]
</code></pre>
<p>To me, it seems that the design decision was relative to where to put the scope of parameters: inside the function, or &quot;together&quot; with it?</p>
<p>Doing the binding inside the function would mean that <code>x</code> is effectively bound to the specified default when the function is called, not defined, something that would present a deep flaw: the <code>def</code> line would be &quot;hybrid&quot; in the sense that part of the binding (of the function object) would happen at definition, and part (assignment of default parameters) at function invocation time.</p>
<p>The actual behavior is more consistent: everything of that line gets evaluated when that line is executed, meaning at function definition.</p>
",https://stackoverflow.com/questions/1132941/least-astonishment-and-the-mutable-default-argument,True,1145781
53645882,Pandas Merging 101,"<ul>
<li>How can I perform a (<code>INNER</code>| (<code>LEFT</code>|<code>RIGHT</code>|<code>FULL</code>) <code>OUTER</code>) <code>JOIN</code> with pandas?</li>
<li>How do I add NaNs for missing rows after a merge?</li>
<li>How do I get rid of NaNs after merging?</li>
<li>Can I merge on the index?</li>
<li>How do I merge multiple DataFrames?</li>
<li>Cross join with pandas</li>
<li><code>merge</code>? <code>join</code>? <code>concat</code>? <code>update</code>? Who? What? Why?!</li>
</ul>
<p>... and more. I've seen these recurring questions asking about various facets of the pandas merge functionality. Most of the information regarding merge and its various use cases today is fragmented across dozens of badly worded, unsearchable posts. The aim here is to collate some of the more important points for posterity.</p>
<p>This Q&amp;A is meant to be the next installment in a series of helpful user guides on common pandas idioms (see <a href=""https://stackoverflow.com/questions/47152691/how-to-pivot-a-dataframe"">this post on pivoting</a>, and <a href=""https://stackoverflow.com/questions/49620538/what-are-the-levels-keys-and-names-arguments-for-in-pandas-concat-functio"">this post on concatenation</a>, which I will be touching on, later).</p>
<p>Please note that this post is <em>not</em> meant to be a replacement for <a href=""https://pandas.pydata.org/pandas-docs/stable/user_guide/merging.html"" rel=""noreferrer"">the documentation</a>, so please read that as well! Some of the examples are taken from there.</p>
<hr />
<h3>Table of Contents</h3>
<p><sub>For ease of access.</sub></p>
<ul>
<li><p><a href=""https://stackoverflow.com/a/53645883/4909087"">Merging basics - basic types of joins</a> (read this first)</p>
</li>
<li><p><a href=""https://stackoverflow.com/a/65167356/4909087"">Index-based joins</a></p>
</li>
<li><p><a href=""https://stackoverflow.com/a/65167327/4909087"">Generalizing to multiple DataFrames</a></p>
</li>
<li><p><a href=""https://stackoverflow.com/a/53699013/4909087"">Cross join</a></p>
</li>
</ul>
",https://stackoverflow.com/questions/53645882/pandas-merging-101,True,53645883
2612802,How do I clone a list so that it doesn&#39;t change unexpectedly after assignment?,"<p>While using <code>new_list = my_list</code>, any modifications to <code>new_list</code> changes <code>my_list</code> every time. Why is this, and how can I clone or copy the list to prevent it?</p>
",https://stackoverflow.com/questions/2612802/how-do-i-clone-a-list-so-that-it-doesnt-change-unexpectedly-after-assignment,True,2612815
